date,pi_btc_krw,pi_btc_usdt,pi_eth_krw,pi_eth_usdt,pi_bnb_krw,pi_bnb_usdt,pi_xvs_krw,pi_xvs_usdt,pi_eth_btc,pi_bnb_btc,pi_xvs_btc,alpha_xvs_eth,alpha_bnb_eth
2022-01-11,0.029352,0.016065,0.033736,0.020392,0.032147,0.018823,0.050787,0.037223,0.004259,0.002715,0.020824,0.016565,-0.001544
2022-01-12,0.017439,0.005347,0.026520,0.014319,0.018114,0.006014,0.021844,0.009700,0.008925,0.000663,0.004330,-0.004595,-0.008262
2022-01-13,0.018636,0.002622,0.016128,0.000153,0.003266,-0.012507,-0.016713,-0.032172,-0.002462,-0.015089,-0.034703,-0.032240,-0.012627
2022-01-14,0.016739,-0.000183,0.017983,0.001041,0.004889,-0.011835,-0.000009,-0.016652,0.001224,-0.011654,-0.016472,-0.017696,-0.012879
2022-01-15,0.019988,0.011208,0.027490,0.018646,0.047702,0.038684,0.001260,-0.007359,0.007356,0.027172,-0.018361,-0.025717,0.019816
2022-01-16,0.007464,-0.002807,0.012978,0.002651,0.022324,0.011902,0.024219,0.013778,0.005473,0.014750,0.016631,0.011158,0.009276
2022-01-17,0.009581,0.001456,0.007883,-0.000228,0.005246,-0.002843,-0.003531,-0.011550,-0.001682,-0.004293,-0.012987,-0.011305,-0.002611
2022-01-18,0.023265,0.009499,0.021303,0.007563,0.017113,0.003429,0.039875,0.025885,-0.001917,-0.006012,0.016233,0.018150,-0.004095
2022-01-19,0.014441,0.005281,0.004540,-0.004530,0.009697,0.000580,0.004194,-0.004873,-0.009760,-0.004677,-0.010101,-0.000341,0.005083
2022-01-20,0.014130,0.006870,0.006143,-0.001059,-0.001821,-0.008967,0.016612,0.009335,-0.007876,-0.015729,0.002447,0.010323,-0.007853
2022-01-21,0.015214,0.009453,0.021385,0.015589,0.036096,0.030217,0.011372,0.005633,0.006079,0.020569,-0.003784,-0.009863,0.014491
2022-01-22,0.020177,0.010497,0.014157,0.004534,0.000843,-0.008654,0.042983,0.033086,-0.005901,-0.018952,0.022355,0.028255,-0.013051
2022-01-23,0.020821,0.008954,0.008175,-0.003545,0.017266,0.005440,0.028024,0.016073,-0.012389,-0.003483,0.007056,0.019444,0.008906
2022-01-24,0.024361,0.020512,0.021094,0.017257,0.003030,-0.000739,0.037840,0.033941,-0.003190,-0.020824,0.013159,0.016348,-0.017634
2022-01-25,0.009431,0.002777,0.004128,-0.002491,0.008964,0.002313,-0.036491,-0.042842,-0.005254,-0.000463,-0.045493,-0.040239,0.004791
2022-01-26,0.019881,0.012782,0.017973,0.010887,0.013930,0.006872,0.020081,0.012980,-0.001871,-0.005835,0.000196,0.002067,-0.003964
2022-01-27,0.016249,0.007530,0.019888,0.011138,0.027283,0.018470,0.011225,0.002549,0.003581,0.010858,-0.004944,-0.008524,0.007278
2022-01-28,0.007940,-0.002989,0.014946,0.003942,0.015986,0.004970,-0.009434,-0.020174,0.006951,0.007983,-0.017237,-0.024188,0.001032
2022-01-29,0.008149,-0.000770,0.010693,0.001751,0.006762,-0.002145,0.005291,-0.003603,0.002524,-0.001375,-0.002834,-0.005358,-0.003899
2022-01-30,0.017534,0.010369,0.007338,0.000245,-0.003382,-0.010400,-0.000562,-0.007599,-0.010020,-0.020556,-0.017784,-0.007764,-0.010536
2022-01-31,0.026215,0.017651,0.031100,0.022495,0.025836,0.017275,0.002879,-0.005490,0.004760,-0.000370,-0.022740,-0.027500,-0.005130
2022-02-01,0.003956,-0.009678,-0.000830,-0.014398,0.008443,-0.005252,0.009191,-0.004514,-0.004767,0.004469,0.005214,0.009981,0.009236
2022-02-02,0.014926,0.005534,0.002119,-0.007154,0.023055,0.013587,-0.040854,-0.049730,-0.012618,0.008009,-0.054959,-0.042341,0.020628
2022-02-03,0.015748,0.006145,0.022568,0.012901,0.019511,0.009873,0.048265,0.038355,0.006714,0.003705,0.032012,0.025298,-0.003009
2022-02-04,0.010634,0.004323,0.014943,0.008605,0.020688,0.014314,0.021578,0.015198,0.004264,0.009948,0.010829,0.006565,0.005684
2022-02-05,0.014694,0.007197,0.011395,0.003922,-0.004839,-0.012191,0.013209,0.005723,-0.003251,-0.019250,-0.001463,0.001788,-0.015998
2022-02-06,0.019999,0.006089,0.013057,-0.000759,0.026549,0.012549,0.000807,-0.012841,-0.006806,0.006421,-0.018815,-0.012009,0.013227
2022-02-07,0.015977,0.008625,0.016493,0.009136,0.027013,0.019580,0.034613,0.027125,0.000507,0.010862,0.018342,0.017835,0.010354
2022-02-08,0.021868,0.017529,0.019956,0.015625,0.042045,0.037621,0.009330,0.005044,-0.001871,0.019746,-0.012270,-0.010399,0.021616
2022-02-09,0.018790,0.009082,0.016784,0.007095,0.029151,0.019344,0.001874,-0.007673,-0.001969,0.010170,-0.016604,-0.014635,0.012139
2022-02-10,0.027835,0.020853,0.026375,0.019402,0.013788,0.006901,0.017720,0.010807,-0.001421,-0.013667,-0.009841,-0.008420,-0.012246
2022-02-11,0.011215,0.000061,0.009643,-0.001493,0.010325,-0.000819,-0.028631,-0.039345,-0.001554,-0.000880,-0.039404,-0.037850,0.000674
2022-02-12,0.017908,0.013491,0.011916,0.007525,0.024402,0.019958,0.041652,0.037132,-0.005886,0.006380,0.023326,0.029213,0.012267
2022-02-13,0.020450,0.008412,0.009074,-0.002830,0.006770,-0.005107,0.011506,-0.000427,-0.011149,-0.013406,-0.008765,0.002384,-0.002258
2022-02-14,0.013518,0.009676,0.013281,0.009440,0.023243,0.019364,0.010720,0.006888,-0.000233,0.009596,-0.002761,-0.002528,0.009829
2022-02-15,0.011303,0.003641,0.004228,-0.003380,0.014937,0.007248,-0.007394,-0.014914,-0.006996,0.003594,-0.018488,-0.011492,0.010589
2022-02-16,0.012028,0.001202,0.009488,-0.001311,0.017890,0.007002,0.016422,0.005550,-0.002510,0.005793,0.004342,0.006852,0.008303
2022-02-17,0.015854,0.008649,0.010050,0.002886,0.011928,0.004751,-0.022911,-0.029841,-0.005714,-0.003865,-0.038160,-0.032447,0.001849
2022-02-18,0.016889,0.003367,0.014799,0.001305,0.002493,-0.010837,0.038709,0.024896,-0.002055,-0.014156,0.021458,0.023512,-0.012102
2022-02-19,0.019985,0.007105,0.024718,0.011778,0.015831,0.003003,0.021154,0.008259,0.004641,-0.004072,0.001146,-0.003494,-0.008713
2022-02-20,0.019053,0.004366,0.016210,0.001563,0.033769,0.018869,0.002973,-0.011483,-0.002790,0.014441,-0.015780,-0.012990,0.017231
2022-02-21,0.013854,0.000895,0.013361,0.000408,0.023888,0.010800,-0.003583,-0.016320,-0.000486,0.009897,-0.017199,-0.016712,0.010383
2022-02-22,0.007426,0.000491,0.004741,-0.002176,0.016098,0.009103,0.019465,0.012447,-0.002666,0.008608,0.011950,0.014616,0.011274
2022-02-23,0.011139,0.001794,0.001972,-0.007289,0.001345,-0.007910,-0.014135,-0.023247,-0.009067,-0.009686,-0.024996,-0.015929,-0.000620
2022-02-24,0.006272,-0.009452,0.003631,-0.012052,0.011125,-0.004675,-0.012762,-0.028189,-0.002624,0.004822,-0.018916,-0.016292,0.007447
2022-02-25,0.017414,0.005114,0.021650,0.009300,0.019381,0.007058,0.043728,0.031110,0.004164,0.001933,0.025864,0.021700,-0.002230
2022-02-26,0.013954,0.002436,0.012577,0.001075,0.024504,0.012867,0.035127,0.023369,-0.001358,0.010405,0.020882,0.022240,0.011763
2022-02-27,0.014524,0.004548,0.028154,0.018043,0.022792,0.012734,0.032410,0.022258,0.013435,0.008149,0.017630,0.004195,-0.005285
2022-02-28,0.014810,0.006353,0.009941,0.001525,-0.002216,-0.010531,0.023634,0.015104,-0.004798,-0.016778,0.008695,0.013493,-0.011980
2022-03-01,0.019071,0.006545,0.033389,0.020687,0.025821,0.013211,0.034022,0.021312,0.014050,0.006623,0.014671,0.000621,-0.007427
2022-03-02,0.009608,0.000132,0.019007,0.009442,0.020016,0.010442,0.020554,0.010974,0.009309,0.010309,0.010841,0.001532,0.000999
2022-03-03,0.024459,0.015326,0.025103,0.015964,0.038144,0.028889,-0.008661,-0.017499,0.000629,0.013358,-0.032330,-0.032958,0.012730
2022-03-04,0.018596,0.009039,0.014399,0.004881,0.008102,-0.001356,0.031532,0.021854,-0.004121,-0.010302,0.012700,0.016821,-0.006181
2022-03-05,0.022009,0.015913,0.027151,0.021024,0.002468,-0.003511,0.027887,0.021756,0.005031,-0.019120,0.005752,0.000721,-0.024151
2022-03-06,0.011808,0.007490,0.020299,0.015944,0.027525,0.023140,-0.028691,-0.032836,0.008391,0.015534,-0.040027,-0.048418,0.007142
2022-03-07,0.022435,0.017960,0.025294,0.020807,0.035373,0.030842,0.020042,0.015577,0.002797,0.012655,-0.002340,-0.005137,0.009858
2022-03-08,0.010111,0.004560,0.013871,0.008300,0.004564,-0.000956,0.005997,0.000469,0.003723,-0.005492,-0.004073,-0.007795,-0.009214
2022-03-09,0.020804,0.008017,0.031929,0.019003,0.021558,0.008762,0.029413,0.016518,0.010898,0.000739,0.008434,-0.002464,-0.010160
2022-03-10,0.005132,-0.007664,-0.001891,-0.014597,0.011974,-0.000909,-0.030440,-0.042783,-0.006987,0.006807,-0.035390,-0.028403,0.013794
2022-03-11,0.021223,0.009843,0.024987,0.013565,-0.000986,-0.012118,0.028242,0.016784,0.003685,-0.021747,0.006873,0.003188,-0.025433
2022-03-12,0.026734,0.014504,0.014956,0.002867,0.018545,0.006412,0.006803,-0.005190,-0.011471,-0.007977,-0.019412,-0.007941,0.003495
2022-03-13,0.017210,0.009556,0.019113,0.011446,0.015605,0.007964,0.008531,0.000943,0.001871,-0.001578,-0.008532,-0.010403,-0.003449
2022-03-14,0.023140,0.006425,0.042364,0.025335,0.038932,0.021959,0.048559,0.031429,0.018789,0.015435,0.024844,0.006055,-0.003354
2022-03-15,0.007599,-0.007586,-0.009205,-0.024136,-0.024736,-0.039433,-0.029536,-0.044161,-0.016677,-0.032091,-0.036855,-0.020178,-0.015414
2022-03-16,0.020382,0.012523,0.022933,0.015054,0.018578,0.010732,0.039392,0.031386,0.002499,-0.001769,0.018630,0.016131,-0.004268
2022-03-17,0.023679,0.010096,0.027781,0.014143,0.047921,0.034016,0.020109,0.006573,0.004007,0.023682,-0.003487,-0.007494,0.019674
2022-03-18,0.007699,0.006067,0.003276,0.001651,-0.014676,-0.016272,-0.003878,-0.005491,-0.004390,-0.022205,-0.011489,-0.007099,-0.017815
2022-03-19,0.023622,0.013511,0.012728,0.002724,0.011761,0.001767,0.038579,0.028321,-0.010643,-0.011587,0.014612,0.025255,-0.000944
2022-03-20,0.023603,0.016663,0.024798,0.017850,0.029079,0.022102,0.026052,0.019095,0.001167,0.005350,0.002392,0.001225,0.004182
2022-03-21,0.021532,0.009129,0.017636,0.005280,0.026621,0.014156,0.035185,0.022616,-0.003814,0.004981,0.013365,0.017179,0.008796
2022-03-22,0.015391,0.001008,0.007382,-0.006888,0.009777,-0.004526,-0.003017,-0.017139,-0.007887,-0.005528,-0.018129,-0.010241,0.002359
2022-03-23,0.017897,0.006640,0.020137,0.008856,0.012617,0.001419,0.027814,0.016448,0.002201,-0.005187,0.009742,0.007542,-0.007388
2022-03-24,0.020788,0.011755,0.014067,0.005093,0.015632,0.006643,-0.001508,-0.010345,-0.006584,-0.005052,-0.021843,-0.015259,0.001532
2022-03-25,0.001294,-0.008576,0.006573,-0.003349,0.004558,-0.005344,-0.008964,-0.018733,0.005272,0.003260,-0.010245,-0.015517,-0.002012
2022-03-26,0.016549,0.006897,0.008793,-0.000786,-0.002258,-0.011732,0.030678,0.020891,-0.007630,-0.018501,0.013898,0.021529,-0.010871
2022-03-27,0.015426,0.003546,0.000345,-0.011358,0.004065,-0.007682,-0.004233,-0.015883,-0.014851,-0.011188,-0.019360,-0.004508,0.003663
2022-03-28,0.022087,0.014225,0.015034,0.007226,0.028348,0.020438,0.020093,0.012246,-0.006901,0.006125,-0.001951,0.004950,0.013026
2022-03-29,0.019188,0.009592,0.028077,0.018398,0.020558,0.010949,0.031981,0.022265,0.008722,0.001344,0.012552,0.003830,-0.007378
2022-03-30,0.018129,0.006116,0.003300,-0.008539,-0.004527,-0.016274,0.006569,-0.005309,-0.014565,-0.022253,-0.011355,0.003211,-0.007688
2022-03-31,0.012624,0.002202,0.022696,0.012171,0.021605,0.011091,0.009653,-0.000738,0.009947,0.008870,-0.002934,-0.012880,-0.001077
2022-04-01,0.020664,0.006463,0.023316,0.009078,0.021329,0.007119,0.031233,0.016885,0.002598,0.000652,0.010355,0.007757,-0.001946
2022-04-02,0.015535,0.012332,0.021708,0.018485,0.032987,0.029729,0.026225,0.022988,0.006079,0.017185,0.010527,0.004448,0.011107
2022-04-03,0.007897,-0.000379,0.013018,0.004700,0.019376,0.011006,0.014749,0.006416,0.005081,0.011389,0.006798,0.001717,0.006309
2022-04-04,0.007225,0.000036,0.003544,-0.003619,0.007199,0.000010,0.014794,0.007551,-0.003655,-0.000026,0.007515,0.011170,0.003629
2022-04-05,0.013809,0.002337,0.002474,-0.008869,0.023306,0.011727,0.000374,-0.010946,-0.011180,0.009368,-0.013252,-0.002071,0.020548
2022-04-06,0.017875,0.010049,0.026491,0.018599,0.033895,0.025945,0.032374,0.024436,0.008465,0.015738,0.014244,0.005779,0.007274
2022-04-07,0.020830,0.005152,0.019903,0.004239,0.011145,-0.004384,0.007424,-0.008048,-0.000908,-0.009487,-0.013132,-0.012224,-0.008579
2022-04-08,0.019819,0.012123,0.025426,0.017687,0.049837,0.041914,0.025458,0.017719,0.005498,0.029435,0.005529,0.000031,0.023936
2022-04-09,0.017238,0.010934,0.027954,0.021583,0.017213,0.010909,0.037907,0.031474,0.010535,-0.000024,0.020318,0.009784,-0.010559
2022-04-10,0.024117,0.013392,0.012296,0.001695,0.017860,0.007201,0.003376,-0.007132,-0.011543,-0.006110,-0.020253,-0.008710,0.005433
2022-04-11,0.018738,0.007981,0.014668,0.003954,0.026244,0.015408,-0.013100,-0.023520,-0.003995,0.007368,-0.031252,-0.027257,0.011364
2022-04-12,0.020147,0.007499,0.022443,0.009767,0.055351,0.042266,0.028109,0.015362,0.002251,0.034509,0.007805,0.005554,0.032258
2022-04-13,0.018856,0.008814,0.011654,0.001683,0.006165,-0.003752,0.009080,-0.000866,-0.007069,-0.012456,-0.009595,-0.002526,-0.005388
2022-04-14,0.020833,0.012049,0.025340,0.016517,0.034059,0.025162,0.035912,0.026998,0.004415,0.012956,0.014771,0.010356,0.008542
2022-04-15,0.016255,0.007561,0.021356,0.012618,0.036458,0.027591,0.021392,0.012654,0.005019,0.019880,0.005055,0.000035,0.014860
2022-04-16,0.011197,0.003370,0.004602,-0.003174,-0.007619,-0.015301,0.017492,0.009616,-0.006522,-0.018608,0.006225,0.012747,-0.012086
2022-04-17,0.012532,0.003139,0.019379,0.009921,0.001674,-0.007619,0.002561,-0.006740,0.006762,-0.010724,-0.009848,-0.016609,-0.017485
2022-04-18,0.019734,0.009571,0.013019,0.002923,0.025283,0.015065,0.030711,0.020439,-0.006585,0.005442,0.010765,0.017350,0.012027
2022-04-19,0.011065,-0.000248,0.023463,0.012012,0.030140,0.018614,0.043785,0.032106,0.012263,0.018867,0.032362,0.020099,0.006604
2022-04-20,0.021913,0.012361,0.035392,0.025714,0.018560,0.009038,0.042694,0.032947,0.013190,-0.003282,0.020335,0.007145,-0.016472
2022-04-21,0.024141,0.010572,0.013868,0.000436,0.021214,0.007684,0.035887,0.022162,-0.010030,-0.002858,0.011469,0.021500,0.007173
2022-04-22,0.012968,0.001863,0.011592,0.000501,0.017962,0.006802,-0.007674,-0.018554,-0.001359,0.004930,-0.020378,-0.019020,0.006289
2022-04-23,0.022606,0.010346,0.032833,0.020451,0.044627,0.032103,0.056004,0.043344,0.010001,0.021534,0.032660,0.022659,0.011533
2022-04-24,0.025175,0.015886,0.030132,0.020797,0.015383,0.006183,0.026324,0.017024,0.004834,-0.009552,0.001120,-0.003714,-0.014386
2022-04-25,0.020211,0.010569,0.021806,0.012149,0.034586,0.024809,0.016764,0.007155,0.001563,0.014091,-0.003379,-0.004942,0.012527
2022-04-26,0.021353,0.012347,0.037249,0.028103,0.027722,0.018660,0.021228,0.012224,0.015564,0.006236,-0.000122,-0.015685,-0.009327
2022-04-27,0.014721,0.002959,0.018968,0.007157,0.017570,0.005775,0.028003,0.016086,0.004186,0.002808,0.013089,0.008904,-0.001377
2022-04-28,0.015463,0.003547,0.017967,0.006022,-0.006844,-0.018498,0.001184,-0.010565,0.002466,-0.021967,-0.014062,-0.016528,-0.024433
2022-04-29,0.010053,0.000156,0.022772,0.012751,0.039026,0.028846,0.027040,0.016976,0.012593,0.028685,0.016818,0.004225,0.016093
2022-04-30,0.017682,0.005654,0.021930,0.009852,0.016145,0.004136,0.018866,0.006824,0.004174,-0.001510,0.001163,-0.003011,-0.005684
2022-05-01,0.013241,0.001159,0.023325,0.011122,0.026292,0.014054,0.064470,0.051777,0.009952,0.012880,0.050560,0.040608,0.002928
2022-05-02,0.010701,0.000544,0.010679,0.000522,0.001783,-0.008284,0.026021,0.015710,-0.000022,-0.008823,0.015158,0.015180,-0.008802
2022-05-03,0.009640,0.002030,0.003039,-0.004521,-0.001330,-0.008857,-0.002975,-0.010490,-0.006538,-0.010865,-0.012495,-0.005957,-0.004328
2022-05-04,0.010670,0.000175,-0.001321,-0.011691,-0.003625,-0.013971,0.015386,0.004842,-0.011864,-0.014143,0.004666,0.016530,-0.002279
2022-05-05,0.015893,0.003151,0.012791,0.000088,0.002726,-0.009850,0.031724,0.018784,-0.003053,-0.012960,0.015584,0.018637,-0.009908
2022-05-06,0.022839,0.013085,0.019932,0.010206,0.022847,0.013094,0.033788,0.023930,-0.002842,0.000008,0.010704,0.013547,0.002851
2022-05-07,0.013673,0.001002,0.016711,0.004002,0.022789,0.010004,-0.001901,-0.014377,0.002997,0.008993,-0.015364,-0.018361,0.005996
2022-05-08,0.018027,0.014554,0.022016,0.018529,0.028845,0.025335,0.016784,0.013315,0.003919,0.010627,-0.001221,-0.005140,0.006708
2022-05-09,0.009364,-0.002699,0.016601,0.004452,0.033085,0.020739,-0.041685,-0.053137,0.007170,0.023502,-0.050575,-0.057745,0.016332
2022-05-10,0.021267,0.004632,0.018343,0.001756,0.022628,0.005971,-0.006769,-0.022948,-0.002863,0.001333,-0.027452,-0.024590,0.004195
2022-05-11,0.019957,0.014538,0.009366,0.004004,-0.000620,-0.005929,-0.008234,-0.013503,-0.010384,-0.020174,-0.027640,-0.017256,-0.009790
2022-05-12,0.015708,0.007338,0.033289,0.024774,0.012554,0.004210,0.011966,0.003626,0.017309,-0.003105,-0.003684,-0.020994,-0.020414
2022-05-13,0.024742,0.013178,0.026477,0.014894,0.040627,0.028885,0.001898,-0.009408,0.001693,0.015502,-0.022292,-0.023986,0.013809
2022-05-14,0.020774,0.008729,0.019355,0.007328,0.026209,0.014101,-0.030505,-0.041944,-0.001389,0.005325,-0.050235,-0.048845,0.006715
2022-05-15,0.011253,0.000748,0.022977,0.012350,0.025311,0.014660,0.003851,-0.006578,0.011594,0.013902,-0.007320,-0.018914,0.002308
2022-05-16,0.023175,0.006233,0.033988,0.016867,0.033519,0.016406,-0.008054,-0.024479,0.010568,0.010110,-0.030521,-0.041090,-0.000458
2022-05-17,0.010537,0.004633,0.002938,-0.002922,0.018045,0.012098,-0.040304,-0.045910,-0.007520,0.007430,-0.050310,-0.042790,0.014950
2022-05-18,0.012861,0.004425,0.015657,0.007198,0.012285,0.003853,-0.004182,-0.012477,0.002761,-0.000569,-0.016827,-0.019587,-0.003330
2022-05-19,0.007166,-0.005816,0.010053,-0.002967,0.008200,-0.004796,0.007321,-0.005663,0.002866,0.001026,0.000153,-0.002712,-0.001840
2022-05-20,0.020712,0.010040,0.006332,-0.004189,0.007036,-0.003493,-0.013707,-0.024019,-0.014088,-0.013399,-0.033721,-0.019632,0.000689
2022-05-21,0.015774,0.006760,0.025324,0.016225,0.022884,0.013807,0.018582,0.009543,0.009401,0.006999,0.002764,-0.006637,-0.002402
2022-05-22,0.018436,0.009530,0.024281,0.015324,0.016827,0.007935,-0.011473,-0.020117,0.005739,-0.001580,-0.029367,-0.035107,-0.007319
2022-05-23,0.016367,0.002623,0.009301,-0.004348,-0.007007,-0.020435,-0.010338,-0.023721,-0.006952,-0.022998,-0.026275,-0.019322,-0.016045
2022-05-24,0.004455,-0.006925,0.014971,0.003472,-0.000020,-0.011349,-0.023635,-0.034696,0.010469,-0.004455,-0.027966,-0.038435,-0.014924
2022-05-25,0.011638,0.008445,0.010312,0.007124,0.028020,0.024776,0.002767,-0.000398,-0.001310,0.016194,-0.008769,-0.007458,0.017504
2022-05-26,0.001536,-0.007863,0.003162,-0.006251,-0.020124,-0.029319,-0.022184,-0.031360,0.001624,-0.021627,-0.023683,-0.025307,-0.023251
2022-05-27,0.015221,0.011803,0.020529,0.017093,0.014244,0.010828,0.011830,0.008422,0.005228,-0.000963,-0.003341,-0.008569,-0.006191
2022-05-28,0.018894,0.009141,0.020610,0.010840,0.003617,-0.005989,0.001872,-0.007718,0.001684,-0.014993,-0.016707,-0.018391,-0.016677
2022-05-29,0.016498,0.005518,0.026990,0.015897,0.037608,0.026400,-0.020024,-0.030609,0.010322,0.020768,-0.035929,-0.046251,0.010446
2022-05-30,0.018876,0.008116,0.016162,0.005431,0.009944,-0.000722,0.010645,-0.000027,-0.002664,-0.008767,-0.008078,-0.005414,-0.006103
2022-05-31,0.012353,-0.000574,0.009380,-0.003509,0.006878,-0.005979,-0.010598,-0.023232,-0.002936,-0.005408,-0.022670,-0.019734,-0.002472
2022-06-01,0.021905,0.011676,0.028412,0.018118,0.021237,0.011015,-0.003742,-0.013714,0.006367,-0.000654,-0.025098,-0.031465,-0.007021
2022-06-02,0.010058,0.001033,0.001042,-0.007902,0.014865,0.005797,0.002780,-0.006180,-0.008926,0.004759,-0.007206,0.001720,0.013685
2022-06-03,0.011018,0.002138,0.003792,-0.005024,-0.007187,-0.015907,-0.015752,-0.024397,-0.007147,-0.018007,-0.026478,-0.019331,-0.010859
2022-06-04,0.017668,0.013813,0.004471,0.000666,0.014441,0.010598,0.018015,0.014159,-0.012967,-0.003171,0.000342,0.013309,0.009796
2022-06-05,0.023936,0.017752,0.019128,0.012973,-0.004156,-0.010171,0.016316,0.010178,-0.004695,-0.027436,-0.007442,-0.002747,-0.022740
2022-06-06,0.021884,0.018067,0.022775,0.018955,0.014615,0.010826,0.005648,0.001893,0.000872,-0.007113,-0.015888,-0.016760,-0.007985
2022-06-07,0.011395,-0.001489,0.001426,-0.011331,-0.022174,-0.034630,-0.006497,-0.019154,-0.009856,-0.033191,-0.017691,-0.007834,-0.023334
2022-06-08,0.018974,0.011967,0.028820,0.021745,0.026692,0.019632,0.029846,0.022764,0.009663,0.007574,0.010670,0.001007,-0.002088
2022-06-09,0.016735,0.006591,0.005285,-0.004745,0.002804,-0.007202,-0.016707,-0.026518,-0.011262,-0.013702,-0.032892,-0.021630,-0.002440
2022-06-10,0.012621,0.004434,0.035717,0.027344,0.030408,0.022077,0.049325,0.040841,0.022808,0.017565,0.036246,0.013438,-0.005243
2022-06-11,0.018943,0.008024,0.002094,-0.008644,-0.006840,-0.017483,-0.009956,-0.020566,-0.016536,-0.025304,-0.028362,-0.011827,-0.008769
2022-06-12,0.017620,0.002077,0.012328,-0.003134,0.025205,0.009546,0.023838,0.008200,-0.005200,0.007454,0.006111,0.011311,0.012654
2022-06-13,0.023640,0.011328,0.032037,0.019624,0.028651,0.016280,0.013731,0.001539,0.008203,0.004896,-0.009680,-0.017883,-0.003307
2022-06-14,0.025962,0.016305,0.014995,0.005440,0.025954,0.016297,0.038443,0.028668,-0.010690,-0.000008,0.012165,0.022855,0.010682
2022-06-15,0.011019,0.001948,0.009995,0.000933,0.013589,0.004495,0.025013,0.015816,-0.001013,0.002542,0.013841,0.014854,0.003554
2022-06-16,0.016025,0.005720,0.007061,-0.003154,-0.021716,-0.031638,0.007451,-0.002767,-0.008823,-0.037146,-0.008439,0.000384,-0.028323
2022-06-17,0.013994,0.005766,0.008149,-0.000031,0.014414,0.006183,-0.001063,-0.009169,-0.005764,0.000414,-0.014849,-0.009085,0.006179
2022-06-18,0.026856,0.017203,0.036759,0.027014,0.045183,0.035359,0.019203,0.009623,0.009644,0.017849,-0.007452,-0.017096,0.008204
2022-06-19,0.023014,0.015094,0.025109,0.017172,0.032689,0.024694,0.042760,0.034687,0.002047,0.009457,0.019301,0.017254,0.007410
2022-06-20,0.020112,0.015465,0.026379,0.021703,0.022128,0.017471,0.046895,0.042126,0.006143,0.001976,0.026255,0.020111,-0.004167
2022-06-21,0.017402,0.007066,0.028772,0.018321,0.016442,0.006117,0.013636,0.003339,0.011176,-0.000943,-0.003701,-0.014877,-0.012119
2022-06-22,0.021865,0.008545,0.037148,0.023629,0.032508,0.019049,0.019921,0.006626,0.014956,0.010416,-0.001903,-0.016859,-0.004541
2022-06-23,0.012340,0.002462,0.018473,0.008534,0.028289,0.018255,0.025551,0.015543,0.006058,0.015754,0.013050,0.006992,0.009697
2022-06-24,0.002092,-0.007635,-0.006499,-0.016143,-0.013783,-0.023355,-0.020459,-0.029967,-0.008573,-0.015842,-0.022504,-0.013931,-0.007268
2022-06-25,0.015321,0.002505,0.021473,0.008579,0.002783,-0.009874,0.033628,0.020581,0.006059,-0.012348,0.018031,0.011972,-0.018407
2022-06-26,0.010372,-0.000135,0.014468,0.003919,0.009516,-0.000981,0.006116,-0.004347,0.004054,-0.000846,-0.004212,-0.008266,-0.004901
2022-06-27,0.027530,0.017555,0.020450,0.010543,0.007543,-0.002239,0.035367,0.025315,-0.006891,-0.019452,0.007627,0.014518,-0.012561
2022-06-28,0.012188,0.003523,0.017286,0.008578,0.024612,0.015841,0.006571,-0.002046,0.005037,0.012274,-0.005549,-0.010586,0.007237
2022-06-29,0.012577,0.006629,0.009981,0.004048,0.020285,0.014291,0.024069,0.018053,-0.002564,0.007612,0.011349,0.013913,0.010176
2022-06-30,0.022403,0.016238,0.027157,0.020963,0.029489,0.023281,0.014223,0.008107,0.004649,0.006931,-0.008001,-0.012651,0.002281
2022-07-01,0.020907,0.004930,0.032733,0.016570,0.019296,0.003344,0.013336,-0.002523,0.011583,-0.001578,-0.007416,-0.019000,-0.013161
2022-07-02,0.025490,0.012361,0.036155,0.022890,0.029902,0.016717,0.035029,0.021778,0.010400,0.004302,0.009301,-0.001098,-0.006098
2022-07-03,0.012394,0.003868,0.004322,-0.004137,-0.003498,-0.011890,-0.034293,-0.042427,-0.007974,-0.015697,-0.046116,-0.038142,-0.007723
2022-07-04,0.023161,0.016139,0.021107,0.014099,0.034743,0.027642,0.019581,0.012583,-0.002008,0.011320,-0.003499,-0.001491,0.013328
2022-07-05,0.018504,0.010386,0.004621,-0.003387,0.002285,-0.005705,0.006627,-0.001397,-0.013631,-0.015925,-0.011662,0.001969,-0.002294
2022-07-06,0.017041,0.009147,0.024286,0.016336,0.030736,0.022736,0.011602,0.003750,0.007124,0.013466,-0.005348,-0.012472,0.006342
2022-07-07,0.006366,-0.001045,0.014824,0.007350,0.035833,0.028204,0.012859,0.005400,0.008404,0.029280,0.006451,-0.001952,0.020876
2022-07-08,0.026994,0.019120,0.026483,0.018612,0.007326,-0.000397,0.030960,0.023055,-0.000498,-0.019151,0.003861,0.004360,-0.018653
2022-07-09,0.014080,-0.000712,0.003345,-0.011291,0.027381,0.012395,0.009595,-0.005132,-0.010586,0.013116,-0.004422,0.006164,0.023703
2022-07-10,0.007355,-0.007212,0.004892,-0.009639,0.025910,0.011075,0.045596,0.030476,-0.002445,0.018420,0.037962,0.040407,0.020865
2022-07-11,0.026820,0.016444,0.043676,0.033130,0.067112,0.056329,0.055053,0.044392,0.016416,0.039239,0.027495,0.011080,0.022824
