date,usdkrw,usdt_bithumb_krw,btc_binance_usdt,btc_bithumb_krw,eth_binance_usdt,eth_bithumb_krw,bnb_binance_usdt,bnb_bithumb_krw,xvs_binance_usdt,xvs_bithumb_krw,btc_okx_usdt,eth_okx_usdt,bnb_okx_usdt,btc_bybit_usdt,eth_bybit_usdt,bnb_bybit_usdt
2021-04-26,1241.8944,1259.6380,75834.9086,106543258.8005,2249.4464,3204990.7868,444.4479,,57.5058,86562.2811,76084.2320,2252.4436,445.1927,75966.6279,2247.1000,444.5544
2021-04-27,1231.0064,1239.4432,76525.7541,105091893.0776,2236.9374,3154224.5267,450.2169,,57.8791,88500.3684,76690.8378,2246.6015,450.0524,76549.6062,2233.1765,448.7371
2021-04-28,1232.7487,1241.0880,75795.8686,104964683.8638,2306.9565,3212234.1442,460.6083,,58.7017,88025.8197,75786.4938,2316.2378,461.1187,75920.4183,2305.5600,459.9282
2021-04-29,1230.2420,1247.6406,75465.1240,103092768.0252,2366.9482,3306005.7152,462.9706,,60.2285,89114.9289,75660.7921,2372.7659,463.9489,75469.6964,2362.4271,462.8365
2021-04-30,1234.4631,1249.7449,73876.4282,100855005.5814,2398.7053,3331128.7888,476.3359,,61.5333,87514.4406,74083.0459,2395.5106,477.3919,73751.0719,2393.0268,476.1870
2021-05-01,1231.1349,1240.5828,73473.8926,99745234.9105,2402.3446,3355885.4685,493.5713,,63.5567,94428.5842,73609.0499,2405.0472,493.3513,73672.5518,2405.3662,493.5191
2021-05-02,1234.9612,1245.8286,74089.3470,99320451.7961,2392.3131,3282380.4324,512.1094,,66.0222,93255.5099,74270.0426,2386.9127,512.0601,74260.5448,2389.3416,514.5625
2021-05-03,1241.6597,1257.6220,73615.8018,98705264.8814,2458.5338,3332321.6225,515.2957,,65.7341,92294.7858,73594.9988,2456.6078,516.7931,73758.6448,2457.6613,516.5346
2021-05-04,1237.1417,1251.8851,73261.2992,97129681.9139,2494.7738,3359326.7153,522.6881,,63.0803,90986.3124,73198.7559,2491.1147,523.4931,73435.6700,2495.3196,524.1709
2021-05-05,1234.7782,1246.4359,73264.9051,95953401.3871,2497.1252,3327603.9697,536.4650,,64.3488,88687.6571,73231.5990,2495.0877,537.9730,73199.8795,2496.3770,537.3341
2021-05-06,1236.0402,1247.8319,73284.2163,95769357.2384,2527.0550,3376199.5962,553.7247,,62.3088,88409.1122,73223.4630,2527.3577,554.3525,73205.6818,2530.9452,556.1548
2021-05-07,1230.1102,1244.1442,71588.1977,93056897.2813,2539.0622,3337923.4200,559.7405,,64.6284,89979.9977,71635.8587,2536.1828,559.7936,71751.0074,2536.6607,561.4498
2021-05-08,1233.8471,1244.6953,71409.5798,93554033.7856,2534.8671,3393308.0211,569.2960,,65.1940,91061.2898,71478.0355,2531.0675,568.5311,71506.8760,2531.9826,569.8030
2021-05-09,1231.9582,1241.6403,70270.9467,91960598.3915,2527.7434,3383425.8288,566.6875,,69.3940,98858.2676,70298.3135,2529.3813,565.3029,70103.6310,2521.6909,566.9745
2021-05-10,1240.7017,1247.5465,69322.7693,89658228.6088,2547.8094,3368009.2686,554.5872,,69.3791,98168.0098,69259.2806,2546.7731,554.7935,69239.7368,2540.5289,555.1057
2021-05-11,1235.9923,1249.1933,68940.6412,88367259.6309,2581.7595,3378187.4488,573.2189,,68.3610,93237.1180,68979.3063,2582.6432,574.4972,68825.6255,2577.0113,572.7479
2021-05-12,1228.8878,1240.8634,68153.1321,87465661.7118,2592.7617,3401400.2096,579.9508,,69.2190,97368.3671,68144.7095,2590.4171,582.5746,68065.9110,2593.3010,581.3585
2021-05-13,1236.3014,1252.7320,68542.0696,88383115.5674,2584.2839,3418085.1767,586.7298,,69.0766,97135.3449,68587.4668,2576.7487,588.0570,68374.3238,2587.1389,585.8838
2021-05-14,1233.1465,1248.2577,68777.5085,88504071.3400,2611.2871,3440928.5365,593.5907,,67.8681,94981.8636,68819.8964,2608.1317,595.1532,68893.3568,2613.4965,591.7188
2021-05-15,1235.9581,1241.8059,68376.5119,89329793.9793,2582.6281,3451426.6015,587.8948,,65.6077,91475.2250,68460.3505,2584.8652,589.5072,68419.5206,2578.3885,586.9660
2021-05-16,1234.5529,1247.8221,68412.3232,90071435.5257,2555.5428,3388792.2384,591.3871,,65.6691,89911.2575,68370.3957,2557.2550,593.1421,68381.8450,2551.7479,590.5600
2021-05-17,1230.2469,1242.1070,68588.8066,90759125.2848,2560.4217,3432591.1837,603.5033,,64.0395,94240.6622,68641.9045,2563.2939,603.3458,68539.6060,2562.0275,602.2003
2021-05-18,1241.0458,1251.0825,68047.5373,91552794.4007,2555.1512,3468126.7019,598.7124,,63.1871,90310.2025,68047.5874,2558.0597,598.5990,68007.0331,2551.3278,598.9639
2021-05-19,1234.3452,1243.7510,69764.8084,92016362.8015,2577.7831,3465508.9427,591.2155,,64.3755,90694.6412,69813.2449,2579.2492,591.0679,69816.9740,2573.1181,591.0797
2021-05-20,1230.1684,1246.0893,68759.7873,91093544.4043,2583.2481,3487372.2744,589.3973,,64.6116,92342.6093,68835.9976,2580.9391,589.9878,68739.3196,2581.9045,588.8934
2021-05-21,1240.9686,1255.5270,69023.8611,91611244.3644,2565.7486,3494144.2454,595.3749,,64.1385,90111.4509,68925.4618,2562.3381,595.7204,68924.5127,2568.0766,596.0393
2021-05-22,1233.9488,1244.4848,69787.1309,91304912.6133,2597.9719,3404266.2859,590.5163,,61.8416,86123.9957,69765.6729,2601.4607,591.1455,69760.4552,2595.9172,589.7031
2021-05-23,1232.4600,1241.8275,67959.1438,88447656.7958,2599.1803,3456599.8932,596.0796,,60.5502,86382.5653,67915.2561,2589.2900,597.5173,68189.5922,2601.2721,595.1052
2021-05-24,1233.0274,1243.0035,66136.8920,84918628.0839,2575.9946,3366146.2120,597.4564,,59.6013,82956.2436,66129.5051,2574.2609,597.6337,66340.9752,2573.3001,597.3849
2021-05-25,1228.9582,1235.2847,65898.3944,83362155.2510,2566.6027,3310846.6390,596.7392,,61.7220,82041.5495,65887.1923,2563.8854,595.4729,66000.4630,2564.2090,596.2768
2021-05-26,1238.3479,1242.8322,65250.4418,82913972.6964,2509.0185,3219877.4471,585.8845,,62.9985,85306.5781,65246.0115,2506.7387,585.7507,65396.2774,2512.5415,584.2512
2021-05-27,1236.1285,1251.5260,64764.4630,81616616.6694,2487.0864,3192358.2487,573.0629,778710.7736,62.5129,84219.2433,64686.6513,2486.8191,574.7739,64854.8271,2489.1437,572.2072
2021-05-28,1230.1435,1250.3137,64941.5120,82076207.6309,2523.9586,3231296.7611,563.0693,763134.3555,60.5440,81336.3372,64710.2486,2522.2229,564.4373,65130.4721,2524.3724,560.5988
2021-05-29,1237.3264,1249.8298,63449.0879,79848876.5233,2548.0234,3270430.6837,569.3397,749874.7843,60.1668,83232.0754,63316.1514,2550.0806,569.0081,63615.6439,2544.3701,567.3372
2021-05-30,1236.1946,1248.1938,63493.9690,79841663.1493,2526.8167,3233937.1484,563.3372,743921.1062,59.9727,81891.4670,63437.7263,2534.8260,563.4135,63569.0136,2515.4370,561.9885
2021-05-31,1233.4522,1240.7303,62044.1792,77588214.6866,2551.8763,3268573.4260,562.1870,760877.8237,62.4747,82785.2031,61980.4041,2548.9423,562.2618,61989.9934,2551.5646,561.2611
2021-06-01,1239.4051,1250.4380,61315.0817,77275809.1995,2548.1974,3250494.2779,572.3092,764152.5006,61.6467,81572.9860,61252.9733,2547.4134,572.3293,61155.9297,2555.4018,572.6426
2021-06-02,1233.9245,1238.4145,59593.5763,74366860.7458,2613.0961,3251071.1425,564.8140,728936.0990,60.8680,81334.5827,59607.1454,2611.0417,564.6011,59630.0626,2611.8581,564.7896
2021-06-03,1235.9653,1247.8366,59024.4131,74479533.9619,2666.9809,3357419.3739,566.2023,746048.7528,60.6220,81151.1109,59040.9529,2660.3537,566.8720,59099.4615,2666.9691,565.7785
2021-06-04,1237.2279,1245.2797,58303.8428,73061734.3255,2716.2116,3419446.0734,566.2373,739086.1101,58.2863,77017.2405,58282.2120,2713.3277,566.4493,58396.5079,2724.8639,565.7997
2021-06-05,1235.9313,1248.3295,57253.1178,72046895.1167,2720.7669,3456030.5020,556.8983,735415.0502,57.3434,78132.2446,57246.4840,2728.1652,558.1101,57351.2272,2721.6933,556.8962
2021-06-06,1238.0068,1249.2133,56075.5260,70292143.0066,2721.5200,3394113.9677,556.4308,719424.9761,56.6324,75476.2799,56073.5029,2732.7829,557.4007,56162.0952,2723.0771,555.8239
2021-06-07,1228.3681,1243.7077,56013.1387,70587518.9706,2711.4603,3468278.5581,552.2411,742678.5206,58.1626,77752.4770,56043.5493,2715.3840,552.7949,56011.9436,2712.7723,551.5106
2021-06-08,1234.0026,1248.8310,54963.6135,68896387.6896,2693.6290,3411380.0392,542.7434,708186.8145,57.5114,78244.0926,55068.2260,2697.5258,542.7265,55058.1270,2698.2331,541.4768
2021-06-09,1236.7537,1247.7022,54097.6963,68321231.2730,2678.0411,3413261.5532,535.7460,715607.3973,57.8091,78214.6382,54082.3547,2679.2124,535.0772,54145.8212,2677.4697,534.2821
2021-06-10,1235.6820,1250.7079,52565.3727,65790754.8210,2652.2020,3309692.5895,528.6113,687150.3675,56.2854,75594.3326,52508.7415,2649.9275,529.2313,52610.1089,2652.7141,527.3394
2021-06-11,1243.6293,1257.7150,52389.6399,65991739.5107,2595.5626,3293008.7325,515.6261,684193.9538,53.6345,73007.5940,52457.5975,2600.5863,517.2430,52318.1716,2600.5020,515.5763
2021-06-12,1233.5145,1241.1980,52752.6587,66257786.3265,2621.5099,3290182.2289,514.7313,673589.4514,50.4378,68981.8341,52668.3757,2619.8740,514.9686,52755.5241,2624.8582,515.6195
2021-06-13,1236.1348,1245.1839,53065.7396,67269522.5352,2657.6926,3353860.2512,525.4645,700879.3030,49.1042,63717.0991,53022.1686,2653.4131,525.6475,53060.5995,2661.3453,524.3421
2021-06-14,1227.0102,1235.1006,53830.7213,67360249.8750,2630.5770,3279302.3343,508.7651,655792.4536,47.7563,64614.5428,53803.4881,2628.8544,508.1797,53852.9514,2637.6689,507.8920
2021-06-15,1229.5123,1240.7024,52846.3158,66472565.8425,2692.0306,3411710.2501,488.7379,651452.0547,48.4314,63875.1641,52911.5139,2692.5710,488.9061,52909.8978,2694.9535,486.5658
2021-06-16,1237.7483,1253.8499,52092.5203,65683311.1613,2701.2011,3407485.8969,486.9566,634516.8980,46.5551,59383.0969,52225.5520,2704.2328,486.1218,52075.5667,2699.3158,484.9056
2021-06-17,1239.0439,1251.3418,52475.2635,66066662.6808,2717.5047,3469059.7207,485.3312,645385.2433,43.5806,56591.6722,52448.1311,2712.1387,484.9904,52352.2731,2716.8949,484.1236
2021-06-18,1237.2915,1248.7374,52221.8900,66028634.7698,2726.4819,3457925.2782,492.6501,654012.1914,43.4657,53183.6566,52239.4142,2728.1084,492.2098,52088.8996,2726.1901,489.6948
2021-06-19,1234.6358,1241.2632,51703.2906,64788628.1284,2674.3967,3319042.3409,485.9599,645452.1878,43.1031,51556.8651,51787.8330,2677.5247,484.5058,51768.1699,2670.2532,484.6933
2021-06-20,1234.0544,1245.0902,51634.2300,64072961.4306,2720.4507,3378573.7182,482.7719,625110.1865,42.6516,52952.7372,51689.6999,2723.0087,482.5284,51606.9565,2721.8364,481.8098
2021-06-21,1235.0021,1250.4651,51603.9257,64522935.3971,2729.6598,3403560.2647,486.8252,639293.9376,43.3803,56313.6132,51743.6534,2728.0962,486.5768,51442.1545,2734.0110,485.8402
2021-06-22,1240.5922,1248.7949,50809.3259,63887969.2575,2787.3047,3529067.9367,473.0990,616585.1824,42.7168,55035.5048,50844.9633,2783.3903,472.9178,50678.0733,2791.8388,472.3719
2021-06-23,1235.3027,1249.2036,49574.6042,62795395.1440,2796.9617,3513595.2796,474.7988,615020.2287,41.7424,51658.4189,49646.3268,2791.9477,474.4201,49481.2642,2802.7503,471.9318
2021-06-24,1244.3175,1262.4457,49424.9526,62551430.8889,2808.8193,3539122.1533,467.6115,619259.5932,41.4717,51152.9173,49453.3361,2814.3647,467.2353,49487.6032,2809.2946,465.6288
2021-06-25,1235.1681,1245.1509,48394.0117,60588455.6454,2801.5790,3510707.3244,463.2202,605472.0880,43.3438,54234.7069,48390.4978,2803.1621,462.7192,48509.5637,2801.4995,463.1212
2021-06-26,1237.3243,1256.3936,48511.0410,60928058.0309,2800.0642,3528234.5508,474.4787,628260.4327,43.7303,54859.5977,48481.9960,2796.9138,474.3690,48559.7689,2804.1703,473.9296
2021-06-27,1232.0458,1249.4831,48420.5626,60598212.3603,2763.8679,3426747.8149,482.3705,624056.6636,47.0158,58497.3066,48473.7346,2759.3619,483.2868,48580.8543,2760.4272,480.6366
2021-06-28,1237.9786,1249.1537,47318.2294,59395829.9579,2738.7314,3374010.7852,488.4790,629606.5286,45.6958,56763.0584,47525.0350,2726.7430,489.5186,47277.8640,2748.5218,487.6929
2021-06-29,1233.1164,1244.4229,46564.5199,58762166.8868,2694.8501,3405759.9728,487.2014,644298.0326,45.2206,58314.6570,46631.6752,2689.5409,488.2547,46446.9153,2704.6344,485.8902
2021-06-30,1234.5280,1244.7903,47080.8250,59034665.6921,2721.6708,3425285.9010,489.6007,644330.6571,46.7800,60192.1011,47132.3677,2720.9610,490.2051,47088.4195,2725.0107,488.7039
2021-07-01,1239.3428,1260.2373,46309.6068,58363257.6075,2708.1675,3406521.8555,503.8019,646170.6394,48.6228,61253.3429,46301.1414,2704.1827,504.5254,46296.7146,2707.4484,502.9474
2021-07-02,1231.2428,1241.4268,45928.0423,58142341.7793,2741.0596,3473977.3202,498.9477,635457.5618,47.6338,61046.4189,45976.2698,2740.1071,498.9258,45876.1101,2741.0064,499.0072
2021-07-03,1229.9710,1240.7155,45814.6417,57191643.6937,2732.3925,3399265.7884,488.7017,605813.3807,49.0337,61338.7185,45752.1671,2733.8733,488.9530,45739.3057,2733.4227,488.6571
2021-07-04,1224.4345,1225.9001,46272.3689,57517861.0971,2737.3639,3361064.7455,477.3611,581190.4446,49.0177,61116.3867,46271.3891,2741.5792,478.0485,46250.2225,2749.0845,478.9874
2021-07-05,1233.3037,1242.2473,46089.5460,57408454.1373,2714.9275,3367729.0985,482.3730,596971.7514,46.8625,58687.5618,45995.9402,2722.9927,482.9303,46118.8460,2726.6601,482.7568
2021-07-06,1228.7080,1240.1160,45478.3883,57040710.0762,2672.3357,3381420.8378,492.4046,611278.3676,45.3137,58358.3538,45490.8158,2674.3960,493.7257,45445.0586,2682.5912,493.2650
2021-07-07,1237.5800,1247.9379,45208.8113,57011325.8525,2682.0036,3370023.7588,492.8927,628907.7381,44.6338,54071.3621,45202.7022,2684.5814,494.3097,45132.6361,2688.4358,494.0008
2021-07-08,1232.5718,1245.9852,45336.4372,56400094.9597,2654.9722,3300562.8006,500.0708,633821.6132,43.9596,54034.4437,45278.2786,2654.4766,500.7986,45195.2886,2661.7432,500.0613
2021-07-09,1231.0844,1248.3372,44277.4298,55154533.4354,2698.0409,3363498.6665,500.1165,621863.9236,42.4208,54570.3552,44292.3125,2699.7027,499.6862,44229.0918,2698.3911,500.3293
2021-07-10,1226.9931,1241.4641,44022.0492,55016807.6900,2725.4778,3394426.8917,493.3098,624583.5150,40.8617,49641.2236,44083.6814,2731.7879,493.2881,43994.1251,2724.8886,493.3785
2021-07-11,1234.3594,1247.6546,44034.6259,55744101.7324,2721.2453,3425149.6392,469.8533,594004.8300,40.6067,51305.7091,44053.0935,2721.0995,469.5352,43999.3635,2722.7003,469.5111
2021-07-12,1235.5658,1249.7580,44283.6244,55419864.6643,2688.6917,3404609.0701,464.5968,586026.6348,40.7542,52257.6468,44285.9408,2688.2447,464.5837,44271.5377,2695.7597,464.0638
2021-07-13,1231.8567,1246.8760,43629.8584,54878569.8150,2687.3487,3379550.4004,468.9251,582164.6934,41.2352,51659.1535,43719.8800,2692.6434,468.6326,43642.9224,2696.2318,468.3508
2021-07-14,1235.7003,1242.3807,43250.7420,54403731.0160,2648.8325,3372740.9088,467.3129,598807.1305,40.5512,52834.0155,43254.8968,2649.5629,468.1121,43314.0197,2659.5612,466.9225
2021-07-15,1235.9958,1242.9989,42490.4239,53538613.4722,2636.0795,3320055.1444,467.3619,598011.3288,40.0166,51246.0828,42586.4531,2638.1671,467.1827,42604.9587,2637.0828,468.2389
2021-07-16,1234.3596,1247.3492,41339.4770,51729826.0999,2637.8634,3293019.8410,464.3340,576797.6457,39.4966,48084.2477,41360.0156,2632.7767,464.4246,41386.0688,2633.6432,464.9924
2021-07-17,1239.6869,1255.8527,41723.0135,53058446.7979,2693.9127,3404104.3438,452.6316,572700.3422,37.5350,48567.6202,41838.4540,2693.9145,453.3843,41727.8311,2678.8903,452.3623
2021-07-18,1232.6101,1242.9394,41443.0367,52055933.1307,2656.0733,3353874.3384,453.5278,584219.5005,39.1537,50303.5085,41455.4652,2650.8672,452.4365,41428.3996,2644.5219,453.7095
2021-07-19,1235.7010,1247.1363,42306.8877,52947530.4379,2653.9721,3345427.1738,435.1965,546039.0046,40.8092,49002.6039,42322.0366,2650.8071,434.3995,42317.1218,2654.8310,435.5868
2021-07-20,1234.3963,1247.5405,41296.9814,51795680.0171,2661.9408,3294126.8007,424.9176,525080.4846,39.4383,47610.6649,41236.2371,2667.1446,423.8703,41310.6660,2661.4888,425.7848
2021-07-21,1237.0287,1254.1367,42141.0759,53437861.6745,2667.8913,3362253.5615,420.9872,532799.8184,38.7201,49062.3226,42029.7500,2664.7982,420.6749,42235.2338,2662.0605,421.0866
2021-07-22,1231.6111,1238.8754,42354.9813,53090816.5886,2666.6535,3340803.2821,412.0311,510882.0736,38.1384,48018.6035,42203.8333,2661.6251,412.8114,42433.8671,2664.4231,413.2619
2021-07-23,1239.5063,1260.1510,42593.5830,53515794.7478,2623.7896,3250690.2879,421.2573,526425.7642,37.9504,46837.3742,42489.4809,2623.2884,421.0416,42599.1916,2621.0211,421.7116
2021-07-24,1234.2670,1244.9204,43127.8527,54205721.5741,2618.2293,3258787.6107,427.5412,538769.7556,38.5330,47993.6527,43092.7251,2619.0586,425.8325,43033.6545,2617.5915,427.3125
2021-07-25,1236.8306,1249.8270,43165.5178,54226364.5272,2605.1641,3291133.5172,414.6120,518521.3914,39.2870,49577.4040,43187.2548,2608.7778,414.2691,43109.4509,2599.3807,414.0661
2021-07-26,1232.4259,1239.4307,43713.6119,54662923.0112,2538.7512,3180687.9182,415.5946,525435.5601,39.7358,50958.8107,43723.9481,2534.8317,416.1102,43742.2010,2536.5936,415.1452
2021-07-27,1232.0558,1246.1425,44485.8900,55821231.0126,2577.0122,3226809.1161,422.2256,536966.4129,38.7534,48215.7404,44450.3313,2576.6352,422.7916,44557.6564,2577.0717,422.7503
2021-07-28,1235.0298,1243.9003,45237.5324,56588081.0186,2618.8040,3241059.7595,417.5563,515018.6447,38.5276,46895.8792,45234.3089,2619.4617,417.7335,45188.3221,2622.1989,417.2143
2021-07-29,1230.7011,1237.8058,45218.3016,56406331.4790,2615.6288,3296299.5771,417.5391,519663.5546,38.0405,48472.6527,45236.4470,2618.8500,418.0535,45148.3488,2622.3967,417.5966
2021-07-30,1239.2612,1251.6149,45373.0048,57563619.9147,2618.1689,3316782.4093,407.6217,506692.7994,36.8427,46773.0526,45397.9742,2616.1874,407.9818,45380.5723,2616.4734,408.0908
2021-07-31,1235.1273,1246.8745,46022.6193,58423031.9231,2647.7356,3366055.8774,414.2608,524739.6437,37.4669,47563.1951,46052.9289,2649.4542,414.0646,45974.4465,2643.9513,414.0521
2021-08-01,1228.9043,1241.0691,46710.8806,58657703.0554,2602.8341,3229071.3311,412.3303,512388.1778,36.4784,43011.1977,46810.1536,2602.0575,412.6393,46669.7714,2599.2445,411.6737
2021-08-02,1238.0773,1245.7334,47354.9203,59526910.7345,2677.4329,3386752.7220,399.2641,509916.1657,37.4793,47344.5587,47373.6285,2678.8768,398.3678,47394.3631,2668.9349,399.4802
2021-08-03,1233.1977,1245.6285,47898.0964,60101584.3151,2695.3399,3427477.0752,413.1426,529695.3256,38.2109,49092.0519,47843.5393,2698.7350,412.9169,47961.3741,2690.0059,411.8828
2021-08-04,1231.0544,1246.3776,47279.6372,59070215.2078,2649.6672,3272679.1208,411.6490,503451.3428,38.2499,47501.4833,47286.7763,2650.4172,410.7274,47300.1840,2651.9586,411.1658
2021-08-05,1229.0970,1238.3404,47011.4078,59060669.5924,2631.2926,3309805.5369,417.9123,531486.8097,36.5106,46881.6514,47029.4445,2637.5761,416.7677,46941.2153,2635.2392,418.1543
2021-08-06,1238.3750,1244.4811,47657.0299,59808734.3518,2579.0345,3191277.7695,416.9671,510306.4519,36.4958,44202.6541,47653.4162,2584.1255,416.4660,47649.0492,2575.4100,417.0923
2021-08-07,1232.8323,1245.5316,48023.3814,59919041.8075,2590.3068,3306998.9135,414.1697,540375.6428,35.7633,47472.4771,47966.9772,2597.9907,414.0621,47967.3086,2582.5170,413.5500
2021-08-08,1233.4481,1247.8686,48817.1802,60734008.4913,2580.8498,3192102.9684,412.1694,521971.5270,37.5013,47099.2089,48827.8210,2585.7688,412.2757,48825.0909,2573.4037,411.8547
2021-08-09,1236.8519,1247.3655,49120.9019,61701311.8563,2646.8741,3329269.8336,409.4938,513219.4895,37.5886,47434.2599,49152.3828,2654.1235,410.0925,49203.6549,2644.3285,408.9387
2021-08-10,1237.0485,1246.2690,48594.7081,60745260.1778,2671.9281,3304741.6184,407.8933,500300.7814,38.8693,48065.9582,48601.3079,2676.1168,408.4295,48622.8037,2666.1458,407.1281
2021-08-11,1223.6440,1234.3502,48927.2316,60595577.8114,2698.1013,3353397.5898,414.9790,513398.8811,38.8731,49623.2011,48868.8826,2698.9875,414.9167,48978.6055,2685.2773,414.2324
2021-08-12,1235.4167,1253.8312,49821.0935,62310688.8019,2609.5587,3242293.3301,411.3072,511017.7664,38.0928,47229.8559,49829.6654,2602.5252,412.1172,49812.3532,2600.8085,411.0292
2021-08-13,1233.1009,1235.8578,51009.3748,64546045.7160,2603.6012,3330163.4704,406.6718,515856.7461,38.3740,50509.0887,51024.5627,2600.5907,407.1239,50943.0458,2595.6298,406.0456
2021-08-14,1231.9422,1242.9905,50423.3338,62919299.0340,2637.5417,3309903.7168,404.3227,504240.8736,40.1939,51329.9483,50486.1902,2632.7194,404.6956,50528.2733,2632.0379,403.8090
2021-08-15,1240.3162,1249.5815,50921.3344,64727783.7123,2663.1869,3364402.0016,403.1107,509297.2639,40.9962,51441.5156,51058.2379,2654.3983,403.6819,50956.9630,2661.6735,402.2361
2021-08-16,1235.7651,1250.6382,51483.1092,65159047.1580,2718.7054,3441630.2752,407.5055,521408.2903,40.4716,52540.9138,51556.8914,2722.3375,408.6855,51608.3313,2720.9048,406.8867
2021-08-17,1238.3619,1250.3939,51793.3865,65387719.3112,2709.8205,3456704.4964,398.5895,509897.5350,38.3913,50922.6180,51793.5018,2713.3162,398.8710,51838.6459,2716.1161,398.0374
2021-08-18,1233.8129,1242.7034,52360.9311,65959900.4861,2677.0044,3342598.4049,408.2741,513366.4333,38.2414,48153.8196,52282.3239,2682.3744,409.5184,52490.1621,2678.0439,407.2059
2021-08-19,1225.3505,1234.8110,52868.4309,65549519.6059,2654.7662,3287356.2446,414.1573,520450.7593,38.3860,47998.5314,52833.5669,2653.7945,416.2567,52938.7294,2653.1688,413.7811
2021-08-20,1236.7650,1252.1998,52007.9925,65482002.1544,2641.5686,3355488.2923,414.7998,530010.7700,38.1977,47926.1306,52064.9881,2636.5270,416.2134,52069.1108,2645.5932,414.5336
2021-08-21,1236.5438,1247.8646,52805.9953,66365762.8302,2644.4138,3327550.1432,412.6696,510687.9810,37.1432,46672.3283,52889.6891,2639.0191,414.0404,52793.5741,2648.3551,411.8860
2021-08-22,1233.7603,1243.8424,52141.7985,65443762.8273,2639.0820,3353663.7558,402.7593,512331.4289,39.0228,51740.9126,52120.9892,2637.2128,403.7728,52156.5857,2641.2939,403.5271
2021-08-23,1233.5815,1248.9912,53418.5114,67357540.0904,2656.9934,3336283.5579,400.7260,505241.7645,39.1729,48358.3604,53421.4002,2660.1720,401.9165,53411.2820,2659.2824,400.7732
2021-08-24,1232.0421,1245.5427,54146.1426,67852553.2639,2611.4641,3253317.0905,389.3312,474760.8172,40.3180,50169.8904,54212.9952,2603.4403,391.2226,54223.5393,2617.0374,389.7248
2021-08-25,1232.2716,1247.1438,53696.4326,67027986.1313,2631.0039,3264948.2397,393.5405,489782.9688,39.4989,48482.8322,53750.6238,2635.5896,393.7051,53890.7561,2630.5748,393.4388
2021-08-26,1228.6687,1245.2942,54232.6856,67899227.2360,2589.0984,3287238.7503,398.8156,515100.3529,40.3278,52788.8539,54180.3435,2594.8084,399.6869,54502.5788,2596.1016,399.4238
2021-08-27,1233.6291,1246.3308,54281.2239,68194981.6415,2606.1993,3272348.1111,401.7080,500119.3075,40.6006,51530.7200,54222.1863,2611.2099,402.0577,54359.2327,2616.7702,402.9185
2021-08-28,1232.6658,1247.5057,54292.9092,67525365.6137,2585.6203,3248720.1444,392.7893,488020.7258,40.2183,49463.3891,54392.2552,2589.4464,393.4386,54283.1719,2589.5125,393.4437
2021-08-29,1234.1177,1237.3078,54748.5577,68689621.3688,2535.7554,3141635.0171,396.7458,481464.5014,40.6646,49401.7141,54715.8628,2535.3999,397.4938,54791.9417,2541.3905,397.6235
2021-08-30,1231.7477,1245.1597,57000.2503,71760799.8728,2519.6270,3166006.7095,396.5792,496316.0420,40.4005,51189.0152,56952.4381,2524.3343,396.9347,57103.3773,2526.4909,397.2990
2021-08-31,1236.7057,1250.3270,57336.7701,71842717.5784,2546.0143,3184528.3068,400.7278,494411.0011,39.3509,47867.6133,57264.4564,2543.6567,400.7916,57437.3107,2552.0232,401.0092
2021-09-01,1235.7118,1251.0017,57572.8425,71845016.2977,2531.2091,3175736.3319,396.6814,490272.8254,38.4951,49155.8860,57451.4094,2528.3646,397.6929,57640.2837,2538.2478,396.3621
2021-09-02,1234.4688,1247.9211,58470.4487,73519978.2730,2513.2529,3155792.4377,399.9704,505673.6231,38.3279,48112.4686,58314.5248,2512.1923,400.8063,58481.6641,2517.6703,400.0281
2021-09-03,1231.5887,1244.9915,58580.2140,73819487.1394,2515.5386,3201677.2485,407.3478,518631.0913,37.3903,47645.2058,58535.1694,2514.8155,408.8658,58510.4316,2519.2551,406.9673
2021-09-04,1239.3215,1247.1437,59644.4509,75510328.7406,2533.3764,3199740.4244,397.8380,486571.5102,37.0566,48089.3052,59585.2869,2531.3502,398.1584,59654.1349,2538.4640,398.5968
2021-09-05,1236.6225,1244.4151,59297.0331,74456247.7516,2558.8977,3219484.7069,394.8355,490571.4487,36.9444,47870.9577,59306.9541,2553.7450,396.6203,59214.3160,2559.4957,394.2269
2021-09-06,1231.1689,1238.0441,60247.5913,75472262.7526,2638.1089,3326669.2229,397.2575,504311.6438,34.9503,44735.5347,60266.9880,2640.0391,398.0544,60191.2877,2632.4342,396.2398
2021-09-07,1229.9658,1247.0750,60939.2474,75551353.4947,2605.9306,3228057.8678,392.9622,485009.5247,34.1934,42041.6977,60820.2778,2615.4027,393.4453,61009.9503,2602.3383,391.7962
2021-09-08,1234.5428,1246.7706,62120.7556,78330762.8709,2605.2829,3288973.0658,390.0164,497255.1283,33.9708,43014.2202,62218.5992,2606.0119,391.7594,62070.5944,2603.5335,389.3922
2021-09-09,1236.9824,1246.8102,63487.7415,80148053.2728,2614.0775,3301283.7533,392.6815,502764.3875,33.2019,41222.3357,63561.8874,2615.7339,393.8376,63411.8885,2614.4461,392.3896
2021-09-10,1226.0182,1240.9801,64852.9159,81339994.9040,2609.5897,3251492.8656,399.3445,498803.0802,34.8794,42261.7712,64933.5617,2609.1673,400.6536,64768.4506,2611.2911,399.7691
