date,eth_binance_okx,eth_binance_bybit,eth_okx_bybit,eth_binance_bithumb,eth_okx_bithumb,eth_bybit_bithumb,bnb_binance_okx,bnb_binance_bybit,bnb_okx_bybit,bnb_binance_bithumb,bnb_okx_bithumb,bnb_bybit_bithumb
2021-05-24,0.000562,0.004136,0.003572,0.017721,0.018293,0.021931,-0.000408,0.003206,0.003616,,,
2021-05-25,0.000890,0.002484,0.001593,0.019733,0.020640,0.022265,0.001956,0.002325,0.000369,,,
2021-05-26,0.000842,0.000830,-0.000012,0.009930,0.010780,0.010768,0.000160,0.005037,0.004876,,,
2021-05-27,-0.001094,0.000568,0.001664,0.018542,0.017428,0.019120,-0.004175,0.002893,0.007097,0.078281,0.073780,0.081401
2021-05-28,-0.002875,0.002745,0.005637,0.012977,0.010065,0.015758,-0.005976,0.007329,0.013386,0.072369,0.065960,0.080229
2021-05-29,-0.002900,0.004065,0.006985,0.019901,0.016943,0.024047,-0.001514,0.006164,0.007689,0.046583,0.044999,0.053035
2021-05-30,-0.004043,0.005711,0.009793,0.017796,0.013681,0.023609,-0.001021,0.003585,0.004610,0.050174,0.049102,0.053939
2021-05-31,0.000122,-0.000751,-0.000873,0.024245,0.024370,0.023476,-0.001161,0.000775,0.001938,0.082279,0.081023,0.083118
2021-06-01,-0.000705,-0.005408,-0.004705,0.012139,0.011425,0.006666,-0.001048,-0.003176,-0.002131,0.059432,0.058322,0.056067
2021-06-02,0.001015,0.001087,0.000072,-0.003009,-0.001998,-0.001926,0.000605,0.000655,0.000050,0.034199,0.034824,0.034877
2021-06-03,0.002772,0.001276,-0.001492,-0.002345,0.000421,-0.001072,-0.000902,0.002021,0.002926,0.044216,0.043274,0.046327
2021-06-04,0.000691,-0.001591,-0.002281,0.004614,0.005309,0.003016,-0.000745,0.002364,0.003111,0.041607,0.040831,0.044069
2021-06-05,-0.002827,0.001373,0.004212,0.009416,0.006562,0.010801,-0.002287,0.001717,0.004014,0.049399,0.046999,0.051201
2021-06-06,-0.004157,0.000971,0.005150,-0.005095,-0.009232,-0.004129,-0.001776,0.002637,0.004421,0.031433,0.029601,0.034153
2021-06-07,-0.000903,-0.000505,0.000398,0.015016,0.014099,0.014503,-0.000460,0.001303,0.001764,0.067171,0.066681,0.068562
2021-06-08,0.000456,0.000010,-0.000445,0.010348,0.010809,0.010359,0.001934,0.004063,0.002124,0.040955,0.042969,0.045184
2021-06-09,-0.000721,0.001103,0.001825,0.009196,0.008468,0.010309,0.000966,0.003632,0.002663,0.057643,0.058664,0.061484
2021-06-10,-0.000220,0.000658,0.000878,-0.002952,-0.003172,-0.002296,-0.002248,0.003265,0.005525,0.038605,0.036270,0.041996
2021-06-11,-0.000637,-0.003261,-0.002626,0.007203,0.006562,0.003919,-0.001833,-0.001268,0.000566,0.053417,0.051486,0.052081
2021-06-12,-0.000974,-0.001221,-0.000247,-0.000746,-0.001720,-0.001966,-0.002058,-0.001668,0.000390,0.041891,0.039747,0.040152
2021-06-13,0.000790,-0.001469,-0.002258,-0.004512,-0.003725,-0.005974,-0.001169,0.002044,0.003216,0.052194,0.050964,0.054344
2021-06-14,0.000149,-0.002277,-0.002426,-0.003776,-0.003628,-0.006044,0.000646,0.002133,0.001486,0.030091,0.030756,0.032288
2021-06-15,0.001033,0.000117,-0.000915,0.007545,0.008586,0.007663,0.000889,0.005673,0.004779,0.059690,0.060632,0.065701
2021-06-16,0.001430,0.000373,-0.001056,0.000455,0.001885,0.000828,0.004276,0.003903,-0.000371,0.033411,0.037830,0.037445
2021-06-17,0.001460,-0.002120,-0.003575,0.013943,0.015424,0.011794,0.000185,0.000145,-0.000041,0.056217,0.056413,0.056370
2021-06-18,-0.000261,-0.002440,-0.002180,0.003075,0.002813,0.000627,0.001230,0.003473,0.002240,0.049947,0.051239,0.053594
2021-06-19,0.000465,0.002809,0.002342,-0.009610,-0.009149,-0.006828,0.004641,0.003871,-0.000766,0.059944,0.064864,0.064048
2021-06-20,0.000134,-0.001037,-0.001171,0.000819,0.000953,-0.000219,0.001580,0.001468,-0.000112,0.043464,0.045112,0.044995
2021-06-21,0.003282,-0.004721,-0.007978,-0.002774,0.000499,-0.007482,0.003220,-0.001114,-0.004319,0.050258,0.053640,0.049089
2021-06-22,0.002109,-0.004203,-0.006299,0.006931,0.009055,0.002699,0.001085,-0.001048,-0.002131,0.036491,0.037615,0.035404
2021-06-23,0.003245,-0.003944,-0.007166,-0.008263,-0.005044,-0.012174,0.002246,0.004181,0.001930,0.022613,0.024910,0.026888
2021-06-24,-0.001397,0.001098,0.002499,-0.004409,-0.005801,-0.003316,0.001380,0.005531,0.004145,0.046397,0.047841,0.052185
2021-06-25,-0.000637,0.002416,0.003055,0.000906,0.000269,0.003325,0.001010,0.002602,0.001591,0.044019,0.045073,0.046736
2021-06-26,0.000527,-0.000461,-0.000988,0.003258,0.003787,0.002795,-0.000368,0.002164,0.002533,0.054256,0.053869,0.056538
2021-06-27,0.002733,0.004561,0.001823,-0.009317,-0.006609,-0.004798,-0.000800,0.006930,0.007736,0.033745,0.032918,0.040908
2021-06-28,0.008786,-0.004412,-0.013083,-0.018547,-0.009924,-0.022877,0.002237,0.000757,-0.001477,0.026824,0.029121,0.027601
2021-06-29,0.003419,-0.006134,-0.009521,0.001467,0.004891,-0.004676,-0.000718,0.000166,0.000885,0.047938,0.047186,0.048112
2021-06-30,0.001356,-0.001065,-0.002417,0.003687,0.005048,0.002618,-0.000140,0.001997,0.002137,0.049551,0.049405,0.051647
2021-07-01,0.001291,-0.000013,-0.001302,-0.001916,-0.000628,-0.001929,-0.001617,0.001420,0.003042,0.017698,0.016053,0.019143
2021-07-02,0.001398,-0.001111,-0.002506,0.001138,0.002538,0.000025,0.001094,-0.001250,-0.002341,0.006044,0.007145,0.004787
2021-07-03,-0.001905,-0.002021,-0.000116,-0.003416,-0.005314,-0.005430,-0.001877,-0.001553,0.000324,-0.006960,-0.008824,-0.008502
2021-07-04,-0.001559,-0.004740,-0.003186,-0.012213,-0.013753,-0.016895,-0.001459,-0.003872,-0.002417,-0.020532,-0.021961,-0.024324
2021-07-05,-0.004987,-0.003670,0.001323,-0.004123,-0.009090,-0.007778,-0.003183,-0.000160,0.003033,-0.006433,-0.009595,-0.006591
2021-07-06,-0.000497,-0.004553,-0.004058,0.008854,0.008352,0.004261,-0.002403,-0.002476,-0.000073,-0.010224,-0.012602,-0.012674
2021-07-07,-0.001095,-0.004073,-0.002982,-0.003596,-0.004687,-0.007655,-0.003001,-0.003924,-0.000926,0.011804,0.008767,0.007834
2021-07-08,-0.001096,-0.005649,-0.004558,-0.000701,-0.001796,-0.006346,-0.002734,-0.003094,-0.000361,0.018833,0.016047,0.015681
2021-07-09,-0.000280,-0.001221,-0.000942,0.000792,0.000512,-0.000430,0.001198,-0.001517,-0.002711,-0.001782,-0.000587,-0.003296
2021-07-10,-0.000913,-0.000418,0.000495,-0.003451,-0.004361,-0.003868,0.001444,-0.000773,-0.002214,0.013084,0.014547,0.012301
2021-07-11,0.000473,-0.001335,-0.001807,-0.005723,-0.005253,-0.007050,0.001097,-0.000073,-0.001168,-0.001328,-0.000232,-0.001400
2021-07-12,0.000219,-0.002894,-0.003112,0.011822,0.012043,0.008893,0.000081,0.000875,0.000795,0.007903,0.007984,0.008786
2021-07-13,0.000093,-0.002996,-0.003089,-0.000194,-0.000101,-0.003189,0.002689,0.001526,-0.001160,-0.012986,-0.010332,-0.011480
2021-07-14,-0.000180,-0.002577,-0.002398,0.012263,0.012081,0.009655,-0.001611,0.002300,0.003918,0.018695,0.017053,0.021038
2021-07-15,0.001467,0.002314,0.000846,-0.000436,0.001031,0.001877,0.002644,0.000818,-0.001822,0.015500,0.018186,0.016331
2021-07-16,0.002430,0.002731,0.000301,-0.002378,0.000046,0.000347,0.000302,-0.000290,-0.000592,-0.007302,-0.007003,-0.007591
2021-07-17,0.002766,0.005724,0.002949,-0.006334,-0.003585,-0.000646,0.001102,0.000711,-0.000391,-0.005044,-0.003948,-0.004337
2021-07-18,0.002264,0.004013,0.001745,0.005282,0.007559,0.009317,0.002713,-0.000753,-0.003457,0.025542,0.028324,0.024769
2021-07-19,0.001552,-0.000082,-0.001632,0.007211,0.008775,0.007129,0.002193,-0.000654,-0.002841,0.002544,0.004743,0.001889
2021-07-20,-0.003419,0.000501,0.003934,-0.013342,-0.016715,-0.012847,0.000996,-0.001706,-0.002700,-0.014751,-0.013770,-0.016432
2021-07-21,-0.001484,0.004430,0.005922,-0.006154,-0.007629,-0.001752,-0.001901,0.001998,0.003906,-0.001951,-0.003849,0.000042
2021-07-22,-0.001686,0.002701,0.004395,-0.000531,-0.002216,0.002169,-0.005452,-0.001121,0.004355,-0.010819,-0.016212,-0.011928
2021-07-23,-0.002254,0.001188,0.003449,-0.013928,-0.016150,-0.012756,-0.001933,-0.000946,0.000989,-0.005392,-0.007315,-0.006333
2021-07-24,-0.001131,-0.001941,-0.000811,-0.009713,-0.010833,-0.011635,0.003195,-0.001650,-0.004830,0.002624,0.005827,0.000969
2021-07-25,-0.000882,0.000923,0.001807,0.005627,0.004740,0.006555,0.001332,0.000018,-0.001312,-0.004477,-0.003151,-0.004459
2021-07-26,0.001783,0.001505,-0.000277,0.001901,0.003687,0.003409,-0.001003,0.001737,0.002743,0.011052,0.010038,0.012808
2021-07-27,-0.000653,0.001590,0.002245,-0.002117,-0.002769,-0.000530,-0.002137,0.000370,0.002512,0.013504,0.011338,0.013879
2021-07-28,-0.000322,-0.002381,-0.002059,-0.010632,-0.010951,-0.012987,-0.000495,-0.000269,0.000227,-0.013989,-0.014477,-0.014254
2021-07-29,-0.000829,-0.004124,-0.003297,0.010269,0.009431,0.006103,-0.000830,-0.001684,-0.000855,-0.002274,-0.003101,-0.003954
2021-07-30,0.001308,0.000815,-0.000493,-0.001452,-0.000146,-0.000639,-0.000333,-0.000983,-0.000650,-0.020201,-0.020527,-0.021164
2021-07-31,0.000010,0.000383,0.000374,0.001461,0.001470,0.001844,0.001133,-0.000543,-0.001674,-0.002168,-0.001038,-0.002710
2021-08-01,0.002424,0.000500,-0.001920,-0.012075,-0.009680,-0.011581,0.001375,0.000713,-0.000661,-0.010429,-0.009069,-0.009723
2021-08-02,-0.000144,0.004020,0.004164,0.006275,0.006130,0.010320,0.002646,0.000292,-0.002348,0.015992,0.018680,0.016288
2021-08-03,-0.002396,0.003307,0.005716,0.013429,0.011001,0.016780,-0.000593,0.004384,0.004980,0.021783,0.021177,0.026262
2021-08-04,-0.000132,-0.000430,-0.000298,-0.011407,-0.011537,-0.011832,0.002395,0.001610,-0.000783,-0.021105,-0.018761,-0.019529
2021-08-05,-0.002000,-0.002988,-0.000991,0.001240,-0.000762,-0.001752,0.003131,-0.002071,-0.005186,0.012307,0.015477,0.010211
2021-08-06,-0.002046,0.001240,0.003292,-0.014016,-0.016033,-0.012794,0.001127,-0.000468,-0.001593,-0.024805,-0.023705,-0.025261
2021-08-07,-0.004129,0.001845,0.005999,0.023224,0.018999,0.025112,-0.000915,0.000329,0.001245,0.045696,0.044739,0.046040
2021-08-08,-0.001685,0.003056,0.004749,-0.005843,-0.007518,-0.002805,-0.000040,0.000926,0.000966,0.017916,0.017875,0.018859
2021-08-09,-0.002092,0.002649,0.004751,0.001354,-0.000741,0.004007,-0.000820,0.003044,0.003868,-0.002236,-0.003054,0.000801
2021-08-10,-0.001430,0.002748,0.004184,-0.010560,-0.011975,-0.007841,-0.001177,0.002459,0.003640,-0.018792,-0.019947,-0.016379
2021-08-11,-0.001521,0.005831,0.007362,0.003544,0.002018,0.009396,-0.001043,0.002854,0.003901,-0.001062,-0.002103,0.001789
2021-08-12,0.002875,0.003188,0.000312,-0.006573,-0.003717,-0.003406,-0.001794,0.000501,0.002299,-0.006609,-0.008390,-0.006111
2021-08-13,0.001456,0.001767,0.000311,0.010814,0.012286,0.012600,-0.000813,0.000240,0.001054,0.002456,0.001641,0.002697
2021-08-14,0.003081,0.004177,0.001093,0.005689,0.008787,0.009889,0.000324,0.003356,0.003031,-0.000558,-0.000234,0.002796
2021-08-15,0.006008,0.001269,-0.004711,-0.006163,-0.000191,-0.004902,0.001270,0.002875,0.001604,-0.006069,-0.004807,-0.003211
2021-08-16,0.000097,0.001622,0.001525,0.000212,0.000309,0.001834,-0.001458,0.003957,0.005423,0.010961,0.009487,0.014961
2021-08-17,-0.001286,-0.001446,-0.000160,0.010415,0.009116,0.008954,-0.000704,0.002262,0.002968,0.013293,0.012580,0.015586
2021-08-18,-0.003500,0.002079,0.005599,-0.008797,-0.012267,-0.006737,-0.004535,0.005098,0.009677,-0.001833,-0.006360,0.003255
2021-08-19,-0.000294,0.001933,0.002227,-0.001272,-0.001565,0.000658,-0.005700,0.002240,0.007985,0.013541,0.007764,0.015811
2021-08-20,0.003010,-0.000348,-0.003348,0.008886,0.011923,0.008535,-0.002304,0.001818,0.004132,0.014832,0.012494,0.016677
2021-08-21,0.003632,-0.001723,-0.005336,0.001231,0.004868,-0.000494,-0.001731,0.001667,0.003404,-0.015326,-0.017031,-0.013685
2021-08-22,0.000309,-0.000554,-0.000863,0.012475,0.012788,0.011914,-0.002908,-0.001620,0.001292,0.013499,0.010551,0.011857
2021-08-23,-0.001141,-0.000996,0.000145,-0.004186,-0.005323,-0.005178,-0.002908,-0.000253,0.002663,-0.000098,-0.003006,-0.000352
2021-08-24,0.004320,-0.000703,-0.005002,-0.005869,-0.001574,-0.006568,-0.003606,0.000418,0.004038,-0.026901,-0.030410,-0.026494
2021-08-25,-0.000732,0.003783,0.004518,-0.005868,-0.006596,-0.002108,0.000591,0.003878,0.003286,-0.002981,-0.002392,0.000886
2021-08-26,-0.003164,0.002266,0.005446,0.014096,0.010888,0.016393,-0.003143,0.003446,0.006610,0.031611,0.028369,0.035166
2021-08-27,-0.003004,-0.002608,0.000397,-0.000578,-0.003580,-0.003184,-0.001956,-0.001571,0.000386,-0.009030,-0.010969,-0.010588
2021-08-28,0.000350,-0.001682,-0.002031,0.010238,0.010591,0.008539,0.000176,-0.001842,-0.002018,-0.001025,-0.000848,-0.002865
2021-08-29,-0.000457,-0.001427,-0.000970,-0.012516,-0.012968,-0.013925,-0.002478,-0.001417,0.001064,-0.032762,-0.035158,-0.034132
2021-08-30,-0.002702,-0.000912,0.001794,-0.001921,-0.004617,-0.002831,-0.001734,-0.000006,0.001731,-0.005928,-0.007651,-0.005934
2021-08-31,-0.000336,-0.000605,-0.000270,-0.001761,-0.002095,-0.002365,-0.001420,0.001051,0.002474,-0.015334,-0.016732,-0.014299
2021-09-01,-0.000987,-0.001605,-0.000619,0.005397,0.004405,0.003783,-0.004647,0.001978,0.006656,-0.009585,-0.014188,-0.007626
2021-09-02,-0.002246,-0.001563,0.000684,-0.001373,-0.003616,-0.002934,-0.004747,0.000047,0.004817,0.005480,0.000707,0.005528
2021-09-03,-0.000482,-0.002665,-0.002184,0.010012,0.009525,0.007321,-0.004479,-0.000257,0.004240,0.010353,0.005828,0.010093
2021-09-04,-0.000192,-0.001842,-0.001650,-0.002349,-0.002541,-0.004187,-0.001796,-0.001742,0.000054,-0.033940,-0.035675,-0.035623
2021-09-05,0.002185,-0.001628,-0.003805,0.001994,0.004184,0.000363,-0.004334,0.000147,0.004500,-0.010495,-0.014783,-0.010350
2021-09-06,-0.000409,0.001219,0.001629,0.006628,0.006216,0.007856,-0.001681,0.001631,0.003318,0.013396,0.011693,0.015049
2021-09-07,-0.005567,0.002542,0.008154,-0.000844,-0.006406,0.001696,-0.003178,0.004140,0.007341,-0.004470,-0.007634,-0.000349
2021-09-08,0.001295,-0.000136,-0.001429,0.001175,0.002471,0.001038,-0.002881,0.000794,0.003686,0.011116,0.008202,0.011919
2021-09-09,0.000534,-0.001336,-0.001868,0.000371,0.000906,-0.000965,-0.001771,-0.000452,0.001322,0.014194,0.012398,0.013736
2021-09-10,0.001406,-0.001953,-0.003354,-0.006573,-0.005177,-0.008513,-0.002028,-0.002363,-0.000336,-0.004121,-0.006140,-0.006474
2021-09-11,0.001729,-0.003108,-0.004829,-0.008968,-0.007254,-0.012048,-0.000429,-0.004223,-0.003795,0.009691,0.009258,0.005427
2021-09-12,-0.000157,-0.005047,-0.004891,0.001193,0.001036,-0.003860,-0.000529,-0.000511,0.000018,-0.002786,-0.003313,-0.003295
2021-09-13,-0.000191,-0.003293,-0.003103,0.011662,0.011469,0.008330,0.001299,-0.003076,-0.004368,-0.001230,0.000067,-0.004302
2021-09-14,-0.002455,-0.000439,0.002021,-0.006331,-0.008770,-0.006767,-0.001865,-0.003126,-0.001263,-0.013144,-0.014985,-0.016229
2021-09-15,-0.000226,-0.000132,0.000094,-0.003508,-0.003734,-0.003640,0.002406,-0.002165,-0.004560,-0.022770,-0.020418,-0.024885
2021-09-16,0.000559,-0.002097,-0.002655,-0.011679,-0.011127,-0.013752,0.001719,-0.001698,-0.003412,-0.020848,-0.019165,-0.022511
2021-09-17,-0.002223,-0.001655,0.000569,-0.002250,-0.004468,-0.003901,0.002090,-0.003499,-0.005577,-0.004031,-0.001949,-0.007516
2021-09-18,-0.005693,0.000265,0.005992,-0.017152,-0.022748,-0.016891,-0.001327,0.001427,0.002758,-0.030923,-0.032209,-0.029540
2021-09-19,-0.002006,0.000391,0.002402,0.004846,0.002830,0.005238,0.001431,-0.001273,-0.002700,-0.001092,0.000337,-0.002363
2021-09-20,-0.001759,0.003932,0.005701,0.005084,0.003316,0.009036,-0.000168,-0.000726,-0.000558,-0.007218,-0.007385,-0.007939
2021-09-21,-0.003461,0.001912,0.005392,-0.013816,-0.017230,-0.011930,-0.004534,-0.004020,0.000516,-0.022137,-0.026571,-0.026069
2021-09-22,-0.001495,0.004419,0.005923,-0.001093,-0.002586,0.003322,-0.002876,-0.001375,0.001505,-0.021003,-0.023818,-0.022349
2021-09-23,0.000319,0.006659,0.006338,-0.000241,0.000079,0.006417,0.001478,0.000017,-0.001459,-0.010834,-0.009372,-0.010817
2021-09-24,-0.002206,0.002874,0.005092,0.013611,0.011375,0.016524,0.001321,-0.002197,-0.003514,0.005884,0.007213,0.003674
2021-09-25,-0.003246,0.003286,0.006554,-0.001545,-0.004787,0.001736,-0.001484,-0.001338,0.000146,-0.003074,-0.004554,-0.004408
2021-09-26,-0.002000,0.001011,0.003017,0.005202,0.003192,0.006218,-0.001053,0.000993,0.002049,-0.007601,-0.008646,-0.006615
2021-09-27,-0.004649,-0.000175,0.004495,0.001057,-0.003597,0.000881,-0.001388,0.001926,0.003319,0.000741,-0.000648,0.002669
2021-09-28,-0.004437,0.002359,0.006825,-0.006450,-0.010858,-0.004106,0.000177,0.002077,0.001900,-0.005096,-0.004921,-0.003030
2021-09-29,-0.002142,0.001721,0.003871,0.007967,0.005808,0.009702,0.002776,0.002694,-0.000082,-0.009451,-0.006701,-0.006783
2021-09-30,-0.003409,0.001264,0.004689,0.010578,0.007132,0.011855,-0.001122,0.001231,0.002356,0.004619,0.003492,0.005856
2021-10-01,-0.000610,0.000961,0.001572,-0.010844,-0.011447,-0.009894,0.001719,0.001274,-0.000445,-0.030072,-0.028404,-0.028837
2021-10-02,0.002410,0.002223,-0.000186,0.001917,0.004331,0.004144,0.001223,0.004249,0.003023,0.003945,0.005173,0.008211
2021-10-03,0.004104,-0.001111,-0.005194,-0.011325,-0.007267,-0.012423,0.000184,0.001489,0.001306,-0.014394,-0.014213,-0.012926
2021-10-04,0.002741,-0.005644,-0.008363,0.001251,0.003996,-0.004401,-0.001849,-0.002356,-0.000508,0.003017,0.001162,0.000654
2021-10-05,0.000350,-0.001532,-0.001880,-0.016532,-0.016188,-0.018038,-0.003488,-0.001293,0.002202,0.006522,0.003011,0.005220
2021-10-06,-0.001347,-0.003428,-0.002084,-0.009308,-0.010642,-0.012704,-0.005199,-0.003589,0.001618,-0.014481,-0.019604,-0.018018
2021-10-07,-0.004292,-0.003033,0.001264,-0.013393,-0.017627,-0.016385,-0.002632,-0.000958,0.001678,-0.002697,-0.005321,-0.003652
2021-10-08,-0.001734,-0.001626,0.000108,0.000236,-0.001499,-0.001390,0.000539,0.001388,0.000848,0.015146,0.015694,0.016555
2021-10-09,-0.000189,-0.004288,-0.004099,0.005107,0.004917,0.000797,0.002976,-0.000827,-0.003791,-0.000431,0.002544,-0.001257
2021-10-10,-0.001123,-0.004757,-0.003638,-0.013719,-0.014827,-0.018411,0.000330,-0.001063,-0.001393,-0.017074,-0.016749,-0.018119
2021-10-11,-0.002417,-0.001285,0.001135,0.004876,0.002447,0.003585,-0.002932,-0.000096,0.002844,0.004744,0.001798,0.004647
2021-10-12,-0.002398,-0.002529,-0.000131,-0.004319,-0.006707,-0.006837,-0.001587,-0.000501,0.001087,-0.022345,-0.023896,-0.022835
2021-10-13,-0.002421,0.001039,0.003468,-0.012013,-0.014405,-0.010987,0.001060,-0.002143,-0.003200,-0.030164,-0.029136,-0.032242
2021-10-14,-0.001776,0.001176,0.002957,0.005843,0.004057,0.007026,-0.000016,-0.003823,-0.003807,0.022785,0.022769,0.018875
2021-10-15,-0.003277,0.000180,0.003468,0.002781,-0.000505,0.002961,-0.002261,-0.004162,-0.001905,0.004085,0.001814,-0.000094
2021-10-16,-0.000480,0.002047,0.002528,0.006335,0.005852,0.008394,-0.001067,-0.001931,-0.000865,0.008164,0.007088,0.006217
2021-10-17,-0.002397,-0.000842,0.001559,0.002366,-0.000037,0.001522,-0.002513,-0.000686,0.001831,0.003278,0.000757,0.002589
2021-10-18,-0.002306,0.001401,0.003715,-0.005866,-0.008158,-0.004473,-0.003751,0.002404,0.006178,-0.008841,-0.012559,-0.006458
2021-10-19,-0.003767,0.000149,0.003932,-0.011316,-0.015041,-0.011168,-0.003001,0.004970,0.007995,-0.004953,-0.007939,-0.000008
2021-10-20,-0.005677,0.001892,0.007612,-0.006016,-0.011658,-0.004135,-0.000901,0.002056,0.002960,0.001885,0.000983,0.003946
2021-10-21,-0.001036,0.003690,0.004731,-0.006870,-0.007899,-0.003205,-0.001070,-0.002767,-0.001699,0.002237,0.001165,-0.000537
2021-10-22,-0.001270,0.001072,0.002345,-0.019721,-0.020966,-0.018670,0.001167,-0.002136,-0.003300,-0.011723,-0.010569,-0.013834
2021-10-23,0.000901,-0.002745,-0.003643,0.006260,0.007167,0.003498,0.000714,-0.003040,-0.003752,0.003565,0.004282,0.000514
2021-10-24,-0.001403,-0.001616,-0.000213,-0.009609,-0.010999,-0.011210,-0.000872,-0.001234,-0.000362,0.002631,0.001757,0.001394
2021-10-25,-0.001793,-0.000086,0.001710,-0.006217,-0.008000,-0.006303,-0.001789,0.001250,0.003045,-0.009511,-0.011283,-0.008273
2021-10-26,0.000350,-0.003750,-0.004099,-0.008392,-0.008045,-0.012111,-0.000560,0.000080,0.000640,-0.010195,-0.010749,-0.010116
2021-10-27,-0.003758,-0.003739,0.000020,0.002972,-0.000798,-0.000778,-0.003891,-0.000295,0.003610,0.019772,0.015804,0.019471
2021-10-28,-0.003467,-0.005212,-0.001751,0.012536,0.009026,0.007258,-0.001415,0.001172,0.002590,0.009595,0.008167,0.010778
2021-10-29,-0.001743,-0.001178,0.000565,-0.005464,-0.007197,-0.006636,-0.002521,0.002154,0.004687,-0.014563,-0.017047,-0.012440
2021-10-30,-0.002166,-0.004174,-0.002012,0.002892,0.000720,-0.001294,-0.002003,0.002359,0.004371,0.005056,0.003043,0.007427
2021-10-31,0.001697,-0.003064,-0.004752,0.017390,0.019116,0.014272,-0.003517,0.002405,0.005944,0.011237,0.007680,0.013669
2021-11-01,-0.000207,0.001588,0.001795,0.018253,0.018043,0.019871,-0.001760,0.004218,0.005989,0.004290,0.002522,0.008526
2021-11-02,-0.000376,0.000366,0.000742,0.008540,0.008161,0.008909,0.003641,0.001091,-0.002541,0.025568,0.029303,0.026687
2021-11-03,-0.003270,-0.001522,0.001754,-0.000007,-0.003277,-0.001528,0.001515,-0.000850,-0.002361,-0.013669,-0.012175,-0.014508
2021-11-04,-0.003350,-0.001433,0.001924,-0.004768,-0.008103,-0.006194,-0.003396,0.000528,0.003938,-0.008131,-0.011499,-0.007607
2021-11-05,-0.003472,0.000096,0.003581,0.001956,-0.001524,0.002052,0.001005,-0.001955,-0.002956,-0.000461,0.000543,-0.002415
2021-11-06,-0.000604,0.002412,0.003018,0.006480,0.005871,0.008907,0.000183,-0.002792,-0.002975,0.003094,0.003278,0.000293
2021-11-07,0.001694,-0.000567,-0.002257,0.006057,0.007762,0.005487,-0.001021,-0.004233,-0.003215,0.005537,0.004510,0.001280
2021-11-08,0.000857,0.001407,0.000550,0.004400,0.005261,0.005814,-0.001391,-0.001985,-0.000594,0.015478,0.014066,0.013463
2021-11-09,-0.001388,-0.000065,0.001324,-0.013657,-0.015026,-0.013722,-0.003794,-0.002799,0.000999,-0.011588,-0.015338,-0.014354
2021-11-10,-0.000515,-0.003936,-0.003422,0.002549,0.002032,-0.001397,-0.002423,-0.003538,-0.001117,0.006626,0.004187,0.003065
2021-11-11,0.001729,-0.001901,-0.003624,-0.014521,-0.012817,-0.016394,-0.001860,-0.001244,0.000617,-0.016515,-0.018344,-0.017739
2021-11-12,0.000973,-0.000661,-0.001633,-0.008743,-0.007778,-0.009398,-0.001694,-0.001282,0.000412,-0.005902,-0.007586,-0.007176
2021-11-13,0.002260,-0.000346,-0.002600,0.010257,0.012541,0.009908,0.001516,-0.003259,-0.004768,0.017916,0.019459,0.014598
2021-11-14,-0.000184,0.001923,0.002107,-0.009758,-0.009940,-0.007854,-0.000496,-0.001725,-0.001230,-0.008870,-0.009362,-0.010580
2021-11-15,0.001771,-0.002103,-0.003867,-0.003682,-0.001918,-0.005777,-0.001390,-0.000941,0.000449,-0.000233,-0.001622,-0.001174
2021-11-16,0.001656,0.000223,-0.001430,-0.003099,-0.001449,-0.002877,-0.001544,-0.002735,-0.001193,-0.011110,-0.012637,-0.013814
2021-11-17,-0.000060,0.001788,0.001848,0.005538,0.005478,0.007335,-0.001029,-0.002106,-0.001078,-0.000552,-0.001581,-0.002657
2021-11-18,-0.000815,0.004876,0.005695,0.007445,0.006624,0.012357,-0.002811,0.002321,0.005147,0.019217,0.016352,0.021582
2021-11-19,-0.000141,0.006278,0.006419,-0.006293,-0.006433,-0.000055,-0.004688,0.002716,0.007439,-0.017317,-0.021924,-0.014648
2021-11-20,-0.001302,0.004621,0.005930,0.014094,0.012774,0.018780,-0.006068,0.001777,0.007893,0.006938,0.000828,0.008728
2021-11-21,-0.000998,0.003441,0.004444,0.006189,0.005184,0.009651,-0.001146,-0.000026,0.001121,-0.003386,-0.004528,-0.003412
2021-11-22,-0.001980,0.003669,0.005660,-0.002081,-0.004056,0.001581,0.000138,0.000857,0.000720,0.004265,0.004403,0.005126
2021-11-23,-0.004704,0.000714,0.005443,-0.001185,-0.005883,-0.000472,-0.001276,-0.000736,0.000540,0.029575,0.028262,0.028817
2021-11-24,-0.006872,0.002998,0.009939,0.012236,0.005280,0.015271,-0.000015,-0.000563,-0.000548,0.015618,0.015603,0.015046
2021-11-25,-0.007359,-0.000434,0.006976,-0.000090,-0.007448,-0.000525,-0.000093,0.001143,0.001236,0.000107,0.000014,0.001250
2021-11-26,-0.005428,0.003888,0.009366,0.011862,0.006370,0.015796,-0.001783,0.001124,0.002913,0.002654,0.000866,0.003781
2021-11-27,-0.002988,0.003278,0.006284,-0.004688,-0.007662,-0.001426,-0.002758,0.001250,0.004020,-0.005591,-0.008333,-0.004347
2021-11-28,-0.001240,0.002141,0.003385,-0.002380,-0.003617,-0.000245,-0.003133,0.004056,0.007211,0.012961,0.009788,0.017070
2021-11-29,-0.000653,-0.001435,-0.000782,-0.002216,-0.002867,-0.003647,0.005230,0.000935,-0.004273,0.007150,0.012417,0.008091
